"Agency","Fiscal_Year","Program_Name","Gaa1","raa7","raa6"
"DHS","2023","Immigration and Customs Enforcement (ICE) - CARES Act Funds","Yes","","Yes"
"DHS","2023","Immigration and Customs Enforcement (ICE) - Enforcement and Removal Operations (ERO)","Yes","","Yes"
"DHS","2023","Immigration and Customs Enforcement (ICE) - Fleet Card","Yes","","Yes"
"DHS","2023","Immigration and Customs Enforcement (ICE) - Homeland Security Investigations (HSI)","Yes","","Yes"
"DHS","2023","Immigration and Customs Enforcement (ICE) - Management","Yes","",""
"DHS","2023","Immigration and Customs Enforcement (ICE) - Office of the Assistant Secretary","Yes","",""
"DHS","2023","Immigration and Customs Enforcement (ICE) - Payroll","Yes","","Yes"
"DHS","2023","Immigration and Customs Enforcement (ICE) - Purchase Card","Yes","","Yes"
"DHS","2023","Immigration and Customs Enforcement (ICE) - Travel","Yes","","Yes"
"DHS","2023","Management Directorate (MGMT) - Federal Protective Service","Yes","","Yes"
"DHS","2023","Management Directorate (MGMT) - Management & Administration","Yes","","Yes"
"DHS","2023","Office of Inspector General (OIG) - Audits, Inspections, & Investigations","Yes","",""
"DHS","2023","Office of Intelligence, Analysis, and Situational Awareness - Analysis and Operations","Yes","",""
"DHS","2023","Science and Technology Directorate (S&T) - Operations & Support","Yes","","Yes"
"DHS","2023","Science and Technology Directorate (S&T) - Research & Development","Yes","","Yes"
"DHS","2023","Transportation Security Administration (TSA) - Operations & Support: Aviation Screening Operations","Yes","",""
"DHS","2023","Transportation Security Administration (TSA) - Operations & Support: Mission Support","Yes","",""
"DHS","2023","Transportation Security Administration (TSA) - Operations & Support: Other Operations and Enforcement","Yes","",""
"DHS","2023","Transportation Security Administration (TSA) - Payroll, Compensation, & Benefits","Yes","",""
"DHS","2023","Transportation Security Administration (TSA) - Procurement, Construction, and Improvements: Aviation Screening Infrastructure","Yes","",""
"DHS","2023","Transportation Security Administration (TSA) - Research & Development","Yes","","Yes"
"DHS","2023","U.S. Citizenship and Immigration Services (USCIS) - Adjudication Services","Yes","","Yes"
"DHS","2023","U.S. Citizenship and Immigration Services (USCIS) - Administration","Yes","","Yes"
"DHS","2023","U.S. Citizenship and Immigration Services (USCIS) - Application Processing","Yes","","Yes"
"DHS","2023","U.S. Citizenship and Immigration Services (USCIS) - Employment Status Verifications (E-Verify)","Yes","","Yes"
"DHS","2023","U.S. Citizenship and Immigration Services (USCIS) - Information Customer Services","Yes","","Yes"
"DHS","2023","U.S. Citizenship and Immigration Services (USCIS) - Systemic Alien Verification for Entitlements (SAVE)","Yes","","Yes"
"DHS","2023","U.S. Customs and Border Protection (CBP) - Border Security Fencing","Yes","","Yes"
"DHS","2023","U.S. Customs and Border Protection (CBP) - Operations and Support","Yes","","Yes"
"DHS","2023","U.S. Customs and Border Protection (CBP) - PR and VI Programs","Yes","","Yes"
"DHS","2023","U.S. Customs and Border Protection (CBP) - Procurement, Construction, and Improvements","Yes","","Yes"
"DHS","2023","U.S. Customs and Border Protection (CBP) - Refund and Drawback","Yes","",""
"DHS","2023","U.S. Secret Service (USSS) - Contribution for Annuity Benefits","Yes","",""
"DHS","2023","U.S. Secret Service (USSS) - Field Operations","Yes","",""
"DHS","2023","U.S. Secret Service (USSS) - Procurement, Construction, & Improvement","Yes","",""
"DHS","2023","U.S. Secret Service (USSS) - Protection","Yes","",""
"DHS","2023","U.S. Secret Service (USSS) - Training","Yes","",""
"DHS","2023","United States Coast Guard (USCG) - Aviation Logistics Command","Yes","",""
"DHS","2023","United States Coast Guard (USCG) - Coast Guard Boat Safety","Yes","",""
"DHS","2023","United States Coast Guard (USCG) - Maritime Oil Spill Program","Yes","","Yes"
"DOC","2024","Census Bureau - Geographic Support","Yes","","Yes"
"DOC","2024","Census Bureau - Periodic Economic Statistics","Yes","","Yes"
"DOC","2024","Census Bureau - State Childrens's Health Insurance Program","Yes","",""
"DOC","2024","Census Bureau - Survey of Program Dynamics ","No","",""
"DHS","2023","United States Coast Guard (USCG) - Operations & Support","Yes","","Yes"
"DHS","2023","United States Coast Guard (USCG) - Operations & Support - Disaster Supplemental Funds","Yes","","Yes"
"DHS","2023","United States Coast Guard (USCG) - Payroll: Civilian","Yes","","Yes"
"DHS","2023","United States Coast Guard (USCG) - Payroll: Military","Yes","",""
"DHS","2023","United States Coast Guard (USCG) - Procurement, Construction, & Improvement","Yes","","Yes"
"DHS","2023","United States Coast Guard (USCG) - Procurements, Construction, and Improvement - Disaster Supplemental Funds","Yes","","Yes"
"DHS","2023","United States Coast Guard (USCG) - Retired Pay","Yes","",""
"DHS","2023","United States Coast Guard (USCG) - Supply Fund","Yes","","Yes"
"DHS","2023","United States Coast Guard (USCG) - Surface Forces Logistics Command","Yes","","Yes"
"DOC","2021","National Telecommunications and Information Administration (NTIA) - Digital Television Transition and Public Safety Fund, excluding TV Converter Box Coupon Program and Public Safety Interoperable Communications","Yes","No","Yes"
"DOC","2021","National Telecommunications and Information Administration (NTIA) - Domestic and International Policies and Advanced Communications Research; Spectrum Management; Public Safety Communications","Yes","","No"
"DOC","2021","National Telecommunications and Information Administration (NTIA) - First Responder Network Authority","Yes","No","Yes"
"DOC","2024","National Institute of Standards and Technology (NIST) - Purchase Cards","Yes","","Yes"
"DOC","2024","National Institute of Standards and Technology (NIST)- Contracts/Purchase Orders","Yes","","Yes"
"DOC","2024","National Institute of Standards and Technology (NIST)- IPACs/Other/Miscellaneous","Yes","","Yes"
"DHS","2024","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","Yes","","Yes"
"DHS","2024","Countering Weapons of Mass Destruction Office (CWMD) - Operations & Support","Yes","","Yes"
"DHS","2024","Countering Weapons of Mass Destruction Office (CWMD) - Procurement, Construction, and Improvement","Yes","",""
"DOC","2022","Census Bureau - Enterprise Data Capture and Dissemination System (EDCADS) - Enterprise Dissemination Services","Yes","No","Yes"
"DOC","2022","Census Bureau - Enterprise Data Collection and Dissemination System (EDCADS) - Administrative Records Research and Integration","Yes","","No"
"DOC","2022","Census Bureau - Geographic Support","Yes","No","Yes"
"DOC","2022","Census Bureau - Periodic Economic Statistics","Yes","","No"
"DOC","2022","Census Bureau - State Children's Health Insurance Program","Yes","No","Yes"
"DOC","2022","Census Bureau - Survey of Program Dynamics","Yes","No","Yes"
"DOC","2022","Census Bureau - Working Capital Fund","Yes","No","Yes"
"DOC","2022","Economic Development Administration (EDA) - Grants","Yes","No","Yes"
"DOC","2022","Economic Development Administration (EDA) - Salaries and Expenses","Yes","","No"
"DOC","2022","International Trade Administration (ITA) - Enforcement and Compliance","Yes","","No"
"DOC","2022","International Trade Administration (ITA) - Executive Direction and Administration","Yes","","No"
"DHS","2024","Countering Weapons of Mass Destruction Office (CWMD) - Research & Development","Yes","","Yes"
"DHS","2024","Cybersecurity and Infrastructure Security Agency (CISA) - All Other","Yes","","Yes"
"DHS","2024","Cybersecurity and Infrastructure Security Agency (CISA) - Payroll","Yes","","Yes"
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Connecting Minority Communities Pilot Program","Yes","","Yes"
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Domestic and Internation Policies and Advanced Communication Research; Spectrum Management; Public Safety Communications","Yes","",""
"DOC","2024","National Telecommunications and Information Administration (NTIA) - First Responder Network Authority","Yes","","Yes"
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Middle Mile Program","Yes","","Yes"
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Non-FirstNet Activity included in a) Public Safety Trust Fund; and b)Network Construction Fund","Yes","",""
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Public Telecommunications Facilities Program","No","",""
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Public Wireless Supply Chain Innovation Fund","No","",""
"DOC","2024","National Telecommunications and Information Administration (NTIA) - Special Projects","No","",""
"DOC","2024","National Telecommunications and Information Administration (NTIA) -Digital Equity Program","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Assistance to Firefighter Grants","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Assistance to Firefighter Grants: Fire Prevention Program","Yes","",""
"DHS","2024","Federal Emergency Management Agency (FEMA) - Assistance to Firefighter Grants: SAFER Program","Yes","",""
"DOD","2022","Travel Pay - U.S. Army Corps of Engineers (USACE)","Yes","","No"
"DOI","2021","Concessioner Improvement Accounts, National Park Service, Interior","Yes","","No"
"DOI","2021","Construction, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Yes","","No"
"DOI","2021","Construction, National Park Service, Interior - Disaster Supplement 22XP10395H, 23XP10395H","Yes","No","Yes"
"DOI","2021","Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior - 234E1700D2","Yes","","No"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Building Resilient Infrastructure and Communities (BRIC) Grants","Yes","",""
"DHS","2024","Federal Emergency Management Agency (FEMA) - Commercial Bill of Lading","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Disaster Case Management","Yes","","Yes"
"DOE","2023","Benefits - Payroll","Yes","","Yes"
"DOI","2021","Working Capital Fund, Bureau of Land Management, Interior","Yes","","No"
"DOI","2021","Working Capital Fund, Bureau of Reclamation, Interior","Yes","No","Yes"
"DOI","2021","Working Capital Fund, Departmental Management, Interior","Yes","","No"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Emergency Management Performance Grants","Yes","",""
"DOE","2023","Financial Assistance Awards","Yes","","Yes"
"DOJ","2022","Law Enforcement","Yes","No","Yes"
"DOJ","2022","Litigation","Yes","No","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Claims and Non-Claims","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Grants","Yes","",""
"DHS","2024","Federal Emergency Management Agency (FEMA) - Flood Hazard Map and Risk Analysis Program","Yes","",""
"DOE","2023","Other - Department of Energy","Yes","","Yes"
"DOJ","2023","Administrative, Technology, and Other","Yes","","Yes"
"DOJ","2023","Law Enforcement","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - FRM Risk Map","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Hazard Mitigation Grant Program","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Hazard Mitigation Grant Program - Disaster Supplemental Funds","Yes","",""
"DOE","2024","Benefits - Travel","Yes","","Yes"
"DOE","2024","Financial Assistance Awards","Yes","","Yes"
"DOE","2024","Loans","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Hermit's Peak","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Homeland Security Grant Program","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Nonprofit Security Grant Program","Yes","",""
"DOI","2021","Abandoned Mine Reclamation Fund, Office of Surface Mining Reclamation and Enforcement, Interior - Federal Regulatory and Reclamation Programs for Oklahoma - 22XS501520, 23XS501520","Yes","No","Yes"
"DOI","2021","Assistance to Territories, Insular Affairs, Interior","Yes","","No"
"DOI","2021","California Bay-Delta Restoration, Bureau of Reclamation, Interior","Yes","No","Yes"
"DOI","2021","Centennial Challenge, National Park Service, Interior","Yes","","No"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Payroll","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Payroll - Disaster Supplemental Funds","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Port Security Grant Program","Yes","",""
"DOI","2021","Construction, United States Fish and Wildlife Service, Interior - DISASTER SUPPLEMENTAL APPROP 23XF1612CE","Yes","No","Yes"
"DOI","2021","Contract Support Costs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Yes","","No"
"DOI","2021","Contribution for Annuity Benefits, National Park Service, Interior","Yes","","No"
"DOI","2021","Cooperative Endangered Species Conservation Fund, U.S. Fish and Wildlife Service, Interior","Yes","","No"
"DOI","2021","Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior","Yes","","No"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Pre-Disaster Mitigation","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Public Assistance","Yes","","Yes"
"DHS","2024","Federal Emergency Management Agency (FEMA) - Purchase Card","Yes","","Yes"
"DOI","2021","Departmental Operations, Office of the Secretary, Interior","Yes","No","Yes"
"DOI","2021","Donations, National Park Service, Interior","Yes","","No"
