"agency","Key","Title","value","Fiscal_Year"
"TREASURY","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Invoices processed through the Invoice Processing Platform (IPP) are subject to a monthly post payment audit of 10% of the total paid IPP invoices for that month.  Invoices not processed through the Invoice Processing Platform (IPP) in excess of $2,500.00 are subject to secondary review before being paid.  Invoices under $2,500.00 are subject to review through statistical sampling procedures.  Travel vouchers processed through the Concur Government Edition (CGE) travel system are subject to a post payment audit based on a random sample of all reimbursements under $2,500.   All payments of $2,500.00 and higher are excluded from the population. These payments require a 100% post payment audit review. Relocation vouchers processed through the MoveLINQ system are subject to 100% pre-payment audit and review. For payment customers, once the vouchers have been pre-audited and approved for payment they are interfaced to Oracle the financial system where they are paid. 
  
The DNP portal implementation has provided a way bureau's/office's procurement and payable offices to review vendor files prior to disbursement.  It has also given them an opportunity to review the monthly payment file results to identify any improper payments made to a vendor in the DNP portal.","2024"
"TREASURY","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Invoices processed through the Invoice Processing Platform (IPP) are subject to a monthly post payment audit of 10% of the total paid IPP invoices for that month. Invoices not processed through the IPP in excess of $2,500.00 are subject to secondary review before being paid. Invoices under $2,500.00 are subject to review through statistical sampling procedures. Travel vouchers processed through the Concur Government Edition (CGE) travel system are subject to a post payment audit based on a random sample of all reimbursements under $2,500. All payments of $2,500.00 and higher are excluded from the population. These payments require a 100% post payment audit review. Relocation vouchers processed through the MoveLINQ system are subject to 100% pre-payment audit and review. For payment customers, once the vouchers have been pre-audited and approved for payment, they are interfaced to Oracle, the financial system, through which they are paid.

The DNP portal implementation has provided a way for our procurement and payable offices to review vendor files prior to disbursement. It has also given us an opportunity to review the monthly payment file results to identify any improper payments made to a vendor in the DNP portal.","2023"
"TREASURY","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"TREASURY","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"TREASURY","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Alcohol and Tobacco Tax and Trade Bureau - Internal Revenue Collection Puerto Rico,Community Development Financial Institutions - Minority Lending Program,Community Development Financial Institutions Fund - Capital Magnet Fund,Community Development Financial Institutions Fund - CDFI BGP Financing Fund,Departmental Offices - Coronavirus Capital Projects Fund,Departmental Offices - Emergency Capital Investment Fund,Departmental Offices - Homeowners Assistance Fund,Departmental Offices - International Affairs Technical Assistance,Departmental Offices - Local Assistance and Tribal Consistency Fund,Departmental Offices - State Small Business Credit Initiative,Financial Crimes Enforcement Network - Salaries and Expenses,Fiscal Service - DC Water & Sewer,Fiscal Service - Federal Reserve Bank Reimbursement Fund,Fiscal Service - Reimbursements to Federal Reserve Banks,Fiscal Service - Travel Promotion Fund\\, Corp for Travel Promotion,Office of International Assistance - Contribution to African Development Fund,Office of International Assistance - Contribution to European Bank for Reconstruction,Office of International Assistance - Contribution to International Development Association,Office of International Assistance - Contribution to the Asian Development Fund,Office of International Assistance - Global Environment Facility,Office of International Assistance - International Fund for Agriculture Development,Office of the Comptroller of the Currency - Assessment Funds,Office of the Inspector General - Salaries and Expenses,Treasury Franchise Fund - Treasury Franchise Fund,Treasury Inspector General for Tax Administration,Office of International Assistance - Global Food Security,Departmental Offices - Contributions of the International Monetary Fund Facilities and Trust Funds,Office of International Affairs - Global Food Security\\, Fiscal Service - Restitution of Foregone Interest,Internal Revenue Service - Child and Dependent Care Tax Credit","2023"
"TREASURY","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Community Development Financial Institutions - Emergency Support Program,Fiscal Service - American Indian & Alaskan Native,Alcohol and Tobacco Tax and Trade Bureau - Salaries and Expenses,Departmental Offices - Emergency Rental Assistance,Office of International Assistance - Clean Tech Fund Loans Financing Acct,Office of Financial Stability - Home Affordable Modification Program,Internal Revenue Service - US Coronavirus Payments,Fiscal Serivce  Gulf Coast Restoration Trust Fund,Fiscal Service - Interest on Uninvested Funds,Departmental Offices - Coronavirus Capital Projects Fund,Departmental Offices - Cybersecurity Enhancement Account,Office of International Assistance - Contribution to International Bank Reconstruction,Internal Revenue Service - Business Systems Modernization,Internal Revenue Service - Taxpayer Services,Internal Revenue Service - Operations Support,Internal Revenue Service - Special Compliance Personnel Program Account,Internal Revenue Service - US Coronavirus Refundable Credits,The Mint - United States Mint Public Enterprise Fund,Office of International Assistance - Economic Support Fund,Fiscal Service - Judgements\\, Court of Claims,Office of Financial Stability - Salaries and Expenses,Departmental Offices - Local Assistance and Tribal Consistency Fund,Internal Revenue Service - Informant Reimbursement,Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds,Internal Revenue Service - Refund - Corporations,Internal Revenue Service - Private Collection Agent Program,Internal Revenue Service - Refund Collection - Interest,Internal Revenue Service - Tax Law Enforcement,Community Development Financial Institutions Fund - CDFI BGP Financing Fund,Departmental Offices - Homeowners Assistance Fund,Departmental Offices - Treasury Forfeiture Fund,Fiscal Service - Interest on the Public Debt (indefinite),Fiscal Service - Refund Money Erroneously Received,Fiscal Service- Restitution of Foregone Interest","2024"
"TREASURY","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","Yes","2023"
"TREASURY","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","Yes","2024"
"TREASURY","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","Internal Revenue Service - Child and Dependent Care Tax Credit","2023"
"TREASURY","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","Internal Revenue Service - US Coronavirus Refundable Credits,Internal Revenue Service - US Coronavirus Payments,Departmental Offices - Emergency Rental Assistance","2024"
"TREASURY","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"TREASURY","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","Yes","2024"
"TVA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Tennessee Valley Authority conducts recapture audits by looking for duplicate payments, self-reporting, and vendor inquiries.  Additionally, a third-party auditor is utilized to recover monies owed to the agency.  The auditor either secures refunds or credits are applied to the vendors' accounts to collect monies owed to the agency.","2023"
