"End Date","Recorded Date","Agency","Program Name","GoalNumber","Goal","GoalStatus","GoalNote","GoalECD","Quarter Year"
"Feb 12 2021  5:11PM","Feb 12 2021  5:11PM","DOD","Military Pay - Department of Air Force","Progress Goal #2","","","","","Q1 2021"
"Feb 12 2021  5:15PM","Feb 12 2021  5:15PM","DOD","Military Pay - Army","Progress Goal #2","","","","","Q1 2021"
"Feb 17 2021  2:10PM","Feb 17 2021  2:10PM","USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","Progress Goal #2","All 2017 WHIP signup has ended, and closeout activity has been completed.  Possible appeals may remain.  ","Completed","","Oct  1 2020 12:00AM","Q1 2021"
"Feb  3 2021  2:07PM","Feb  3 2021  2:07PM","OPM","Federal Retirement Services","Progress Goal #1","Conduct Consolidated Death Match","On-Track","","Sep  1 2021 12:00AM","Q1 2021"
"Feb 11 2021  2:54PM","Feb 11 2021  2:54PM","VA","Pension","Progress Goal #1","Re-establish the SSA Income Match to identify when beneficiaries begin to receive or have changes in SSA income.","On-Track","Currently researching SSA Income Match historical feed and structure. Will next coordinate with SSA to test current connection.","Sep  1 2021 12:00AM","Q1 2021"
"Feb 11 2021  3:26PM","Feb 11 2021  3:26PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #1","Increase the number of wage reports using myWageReport to improve timely receipt of wage and employment information.","On-Track","","Sep  1 2021 12:00AM","Q1 2021"
"Feb 11 2021  3:41PM","Feb 11 2021  3:41PM","SSA","Supplemental Security Income (SSI)","Progress Goal #1","Increase the number of wage reports we process using all SSI wage reporting options by 2 percent over the FY 2020 annual total.","On-Track","","Sep  1 2021 12:00AM","Q1 2021"
"Feb 11 2021  3:52PM","Feb 11 2021  3:52PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","Issue an Informational Memorandum instructing Approved Insurance Providers (AIPs) and Agents to remind policyholders of their responsibility to certify at a unit level they can support with acceptable records.","Completed","","Oct  1 2020 12:00AM","Q1 2021"
"Feb 11 2021  5:32PM","Feb 11 2021  5:32PM","ED","Federal Pell Grant Program","Progress Goal #1","FSA continues to utilize and promote the IRS Data Retrieval Tool, which enables Title IV student aid applicants and, as needed, parents of applicants, to transfer certain tax return data from an IRS website directly to their FAFSA.","On-Track","This goal is a continuous activity. The ECD listed for this goal represents the date when FSA will assess progress.","Nov  1 2021 12:00AM","Q1 2021"
"Feb 11 2021  5:39PM","Feb 11 2021  5:39PM","ED","William D. Ford Federal Direct Loan Program ","Progress Goal #1","FSA continues to utilize and promote the IRS Data Retrieval Tool, which enables Title IV student aid applicants and, as needed, parents of applicants, to transfer certain tax return data from an IRS website directly to their FAFSA.","On-Track","This goal is a continuous activity to reduce improper payments. The ECD listed for this goal represents the date when FSA will again assess progress.","Nov  1 2021 12:00AM","Q1 2021"
"Feb 12 2021  9:32AM","Feb 12 2021  9:32AM","DOT","Federal Highway Administration Highway Planning and Construction","Progress Goal #1","FHWA is implementing corrective actions and coordinating with State partners.","On-Track","","Jun  1 2021 12:00AM","Q1 2021"
"Feb 12 2021 11:36AM","Feb 12 2021 11:36AM","VA","Purchased Long Term Services and Supports","Progress Goal #1","Program to issue updated field guidebook for Home Health Aid which will walk the field through the authorization process. ","Completed","Field guidebook to be issued by the end of the calendar year.","Jan  1 2021 12:00AM","Q1 2021"
"Feb 12 2021  1:48PM","Feb 12 2021  1:48PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #1","Conduct post-refund activities to recapture overclaims.","On-Track","Based on preliminary data, AOTC document matching accounts for 35% of all AOTC base enforcement activities (i.e., Audit Closures, Math Error Notices, and Document Matching) and protected approximately $37 million in revenue. ","Sep  1 2021 12:00AM","Q1 2021"
"Feb 12 2021  2:02PM","Feb 12 2021  2:02PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","Approximately, 94% of EITC returns are filed electronically.","Sep  1 2021 12:00AM","Q1 2021"
"Apr  9 2019  3:59PM","Apr  9 2019  3:59PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #1","Conduct EITC pre-refund audits.","On-Track","Nearly 300K audits are conducted annually and about 70% are pre-refund.","Sep  1 2019 12:00AM","Q2 2019"
"Apr 11 2019  3:21PM","Apr 11 2019  3:21PM","DOT","Federal Highway Administration Highway Planning and Construction","Progress Goal #1","test","On-Track","test","Dec  1 2018 12:00AM","Q2 2019"
"Apr 11 2019 10:14PM","Apr 11 2019 10:14PM","SSA","Supplemental Security Income (SSI)","Progress Goal #1","Improve myWageReport applications' functionality to increase accurate wage reporting.","On-Track","Telephone and mobile wage reporting provide additional options for SSI recipients to self-report wages in time to prevent improper payments.","Sep  1 2019 12:00AM","Q2 2019"
"Apr 16 2019  3:06PM","Apr 16 2019  3:06PM","ED","Federal Pell Grant Program","Progress Goal #1","Federal Student Aid continues to utilize and promote the IRS Data Retrieval Tool, which enables Title IV student aid applicants and, as needed, parents of applicants, to transfer certain tax return data from an IRS website directly to their FAFSA.","On-Track","This goal is a continuous activity to reduce improper payments. The ECD listed for this goal represents the date when FSA will assess progress.","Nov  1 2019 12:00AM","Q2 2019"
"Apr 16 2019  4:10PM","Apr 16 2019  4:10PM","ED","William D. Ford Federal Direct Loan Program ","Progress Goal #1","Federal Student Aid continues to utilize and promote the IRS Data Retrieval Tool, which enables Title IV student aid applicants and, as needed, parents of applicants, to transfer certain tax return data from an IRS website directly to their FAFSA.","On-Track","This goal is a continuous activity to reduce improper payments. The ECD listed for this goal represents the date when FSA will assess progress.","Nov  1 2019 12:00AM","Q2 2019"
"Apr 18 2019  2:30PM","Apr 18 2019  2:30PM","FCC","Universal Service Fund - Lifeline","Progress Goal #1","Established data connections with 3 additional states to automate eligibility checking for the National Verifier (total of 11 automated state connections).","Completed","","Mar  1 2019 12:00AM","Q2 2019"
"Apr 18 2019  2:48PM","Apr 18 2019  2:48PM","FCC","Universal Service Fund - Lifeline","Progress Goal #1","Established data connections with 3 additional states to automate eligibility checking for the National Verifier (total of 11 automated state connections).","Completed","","Mar  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  9:52AM","Apr 19 2019  9:52AM","VA","Purchased Long Term Services and Supports","Progress Goal #1","Develop Training points and release to vendors and VA field offices.","On-Track","Training point development has begun. Additional training session added for May 2019.","Apr  1 2019 12:00AM","Q2 2019"
"Apr 19 2019 10:09AM","Apr 19 2019 10:09AM","VA","VA Community Care","Progress Goal #1","Implement the remaining (one) Medicare Fee Schedule in FBCS.","On-Track","Six of the seven Medicare Fee Schedules have been implemented in FBCS. The final schedule (Durable Medical Equipment, Prosthetics/Orthotics & Supplies) is on schedule for April.","Apr  1 2019 12:00AM","Q2 2019"
"Apr 19 2019 10:39AM","Apr 19 2019 10:39AM","VA","Compensation","Progress Goal #1","Consistency studies are a training tool to assess the knowledge level of the claims process.  This consistency study will assist in mitigating untimely reductions of temporary total evaluations.","On-Track","Notice of the consistency study date, title, and time will be provided to the ROs prior to the scheduled date of this study on October 15, 2019.","Oct  1 2019 12:00AM","Q2 2019"
"Apr 19 2019 11:01AM","Apr 19 2019 11:01AM","DOD","Military Pay","Progress Goal #1","Complete the FY 2019 Military Pay post payment reviews which, for the first time, include a review and verification of membersâ€™ pay and allowances with supporting documentation.","On-Track","","Sep  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  3:00PM","Apr 19 2019  3:00PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #1","HHS will continue to educate IRF providers through the Targeted Probe & Educate (TPE) process in order to reduce the error rate.","On-Track","HHS plans to use the Medicare Learning Network (MLN) among other options to achieve this goal.","Dec  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  3:08PM","Apr 19 2019  3:08PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #1","In January 2019, completed national training sessions for Part D sponsors on payment and data submission, offering training with detailed instructions as part of the improper payment estimation process for FY 2019 reporting.","Completed","","Apr  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  4:44PM","Apr 19 2019  4:44PM","USDA","Food and Nutrition Service (FNS) Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)","Progress Goal #1","Complete the 2-year Funding and Participation target area management evaluation (ME) reporting work. ","Completed","Fieldwork was completed in September 2018. Reporting work was completed in November 2018. ME follow up work will continue until all MEs are closed.","Nov  1 2018 12:00AM","Q2 2019"
"Apr 19 2019  4:59PM","Apr 19 2019  4:59PM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Progress Goal #1","Work closely with regional offices to quickly and adequately answer policy questions to best advise states on regulatory requirements and best practices regarding payment error measurement and mitigation. ","On-Track","","Aug  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  5:05PM","Apr 19 2019  5:05PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #1","Analysis of first and second yearsâ€™ worth of data reported by state agencies to FNS summarizing the results of their review of school district program operations.","On-Track","","Sep  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  5:11PM","Apr 19 2019  5:11PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Progress Goal #1","Analysis of first and second yearsâ€™ worth of data reported by state agencies to FNS summarizing the results of their review of school district program operations.","On-Track","","Sep  1 2019 12:00AM","Q2 2019"
"Apr  5 2019  1:44PM","Apr  5 2019  1:44PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #2","The WorkSmart pilot programs will allow us to timely identify beneficiaries working above SGA* We will use monthly, annual, and quarterly, earnings to identify cases that require a work CDR** to determine if they should continue receiving benefits. ","On-Track","In FY 2019, we expect to see an increase in the number of cases that require processing of a work CDR. 
*SGA - substantial gainful activity
**CDR - continuing disability review
","Sep  1 2019 12:00AM","Q2 2019"
"Apr  9 2019  3:59PM","Apr  9 2019  3:59PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #2","Reject electronic returns with missing or inconsistent information via math error. ","On-Track","Approximately, 94% of EITC returns are filed electronically.","Sep  1 2019 12:00AM","Q2 2019"
