"Agency","Program_Name","Fiscal_Year","Month_and_Year_start__date_for_data","Month_and_Year_end__date_for_data","CY_Confidence_Level_%","CY_Margin__of_Error_+/-","Outlays_($M)","IP_Amount_($M)","CY_Over-payment_$","CY_Under-payment_$","CY_Unknown_Payments_$","CY_Technically_Improper__due_to_Statute_or_Reg_$","CY_Overpayment_Rate","CY_Under_payment_Rate","CY_Unknown_Payments_Rate","CY_Technically_Improper_due_to_Statute_or_Reg_Rate","IP_Rate","IP_Unknown_Amount_($M)","IP_Unknown_Rate","IP_Unknown_Target_Rate","Outlays_Current_Year+1_Amount","Unknown_Curent_Year+1_Amount","IP_Current_Year+1_Amount","IP_Unknown_Current_Year+1_Rate"
"DHS","Federal Emergency Management Agency (FEMA) - Commercial Bill of Lading - Disaster Supplemental Funds","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2012","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2013","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2014","","","","","4.3000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2015","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2016","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2017","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2018","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2019","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2020","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2012","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2013","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2014","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2015","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2016","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2017","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2018","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2019","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2020","2017-10-01","2018-09-30","1.00","   +/- 0  ","18.3036124900","0.0009580000","0.0009580000","0.0000000000","0.0829032700","0.0000000000","0.00005233940000","0.00000000000000","0.00452933920000","0.00000000000000","0.00005233940000","0.0838612700","0.00458167860000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2021","2018-10-01","2019-09-01",">90%","1.28205","99.8980000000","0.0000000000","0.0000000000","0.0000000000","19.2093000000","0.0000000000","0.00000000000000","0.00000000000000","0.19228913490000","0.00000000000000","0.00000000000000","19.2093000000","0.19228913490000","","66.2057000000","12.2480000000","0.0000000000","0.18499917680000"
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Case Management - Disaster Supplemental Funds","2022","2019-10-01","2020-09-01","95% to <100%","0.26","66.2122517200","0.1881923500","0.1881923500","0.0000000000","0.9234698800","0.0000000000","0.00284225870000","0.00000000000000","0.01394711490000","0.00000000000000","0.00284225870000","1.1116622300","0.01678937360000","","4.9735520000","0.0695000000","0.0140000000","0.01678880610000"
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Direct Loan Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Direct Loan Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2012","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2013","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2014","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2015","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2016","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2017","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2018","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2019","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2020","2017-10-01","2018-09-30","0.95"," +/- 2.01","2447.5234677800","21.1897414400","19.8365230600","1.3532183800","4.9787079200","0.0000000000","0.00810473250000","0.00055289290000","0.00203418190000","0.00000000000000","0.00865762540000","26.1684493600","0.01069180730000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2021","2018-10-01","2019-09-01",">90%","3.54518","131.6090000000","5.0942800000","4.9515800000","0.1427000000","1.2685000000","0.0000000000","0.03762341480000","0.00108427240000","0.00963839860000","0.00000000000000","0.03870768720000","6.3627800000","0.04834608580000","","15.9910000000","0.0800000000","0.3200000000","0.02501407040000"
"DHS","Federal Emergency Management Agency (FEMA) - Disaster Relief Fund (DRF): Individuals and Households Program - Disaster Supplemental Funds","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2004","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2005","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2006","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2007","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2008","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2009","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2010","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2011","","","","","201.0000000000","","","","","","","","","","0.07611940300000","15.3000000000","0.07611940300000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2012","","","","","45.2000000000","","","","","","","","","","0.02433628320000","1.1000000000","0.02433628320000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2013","","","","","89.0000000000","","","","","","","","","","0.00337078650000","0.3000000000","0.00337078650000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2014","","","","","118.6450000000","","","","","","","","","","0.01468245610000","1.7420000000","0.01468245610000","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2015","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2016","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2017","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2018","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2019","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2020","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Food & Shelter Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Management Baseline Assessment Grant Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Management Baseline Assessment Grant Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Management Performance Grants","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Emergency Management Performance Grants","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Claims and Non-Claims","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Claims and Non-Claims","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Grants","2021","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Grants","2022","","","","","","","","","","","","","","","","","","","","","",""
"DHS","Federal Emergency Management Agency (FEMA) - Federal Insurance & Mitigation Administration: Non-Claims","2021","","","","","","","","","","","","","","","","","","","","","",""
