"Agency","Program_or_Activity","Confirmed_Fraud","Fiscal_Year"
"USAID","HA.1 Humanitarian Assistance/Protection, Assistance and Solutions","4.5500000000","2018"
"USAID","HA.2 Humanitarian Assistance/Disaster Readiness","0.0000000000","2021"
"USAID","HA.3 Humanitarian Assistance/Migration Management","0.0000000000","2021"
"USAID","Health (HIV/AIDS, Maternal and Child Health, Tuberculosis, Family Planning and Reproductive Health, Water and Sanitation)","0.3900000000","2017"
"USAID","HL.1 Health/HIV/AIDS","0.0400000000","2018"
"USAID","HL.1 Health/HIV/AIDS","1.7300000000","2021"
"USAID","HL.2 Health/Tuberculosis","0.0000000000","2021"
"USAID","HL.3 Health/Malaria","0.0000000000","2021"
"USAID","HL.4 Health/Pandemic Influenza and Other Emerging Threats (PIOET)","0.0000000000","2021"
"USAID","HL.5 Health/Other Public Health Threats","0.0000000000","2021"
"USAID","HL.5 Health/Other Public Health Threats","0.1400000000","2018"
"USAID","HL.6 Health/Maternal and Child Health","0.0000000000","2021"
"USAID","HL.7 Health/Family Planning and Reproductive Health","0.0000000000","2021"
"USAID","HL.8 Health/Water Supply and Sanitation","0.0000000000","2021"
"USAID","HL.9 Health/Nutrition","0.0000000000","2021"
"USAID","Legacy Strategic Objective","0.0000000000","2021"
"USAID","OE Operating Expense","0.0000000000","2021"
"USAID","PO.1 Program Development and Oversight/Program Design and Learning","0.0000000000","2021"
"USAID","PO.2 Program Development and Oversight/Administration and Oversight","0.0000000000","2021"
"USAID","PO.3 Program Development and Oversight/Evaluation","0.0000000000","2021"
"USAID","PS.1 Peace and Security/Counter-Terrorism","0.0000000000","2021"
"USAID","PS.3 Peace and Security/Counter-Narcotics","0.0000000000","2021"
"USAID","PS.5 Peace and Security/Trafficking in Persons","0.0000000000","2021"
"USAID","PS.6 Peace and Security/Conflict Mitigation and Stabilization","0.0000000000","2021"
"USAID","PS.7 Peace and Security/Conventional Weapons Security and Explosive Remnants of War (ERW)","0.0000000000","2021"
"USAID","PS.8 Peace and Security/Strengthening Military Partnerships and Capabilities","0.0000000000","2021"
"USAID","PS.9 Peace and Security/Citizen Security and Law Enforcement","0.0000000000","2021"
"USDA","","0.0000000000","2022"
"USDA","","84.7120000000","2023"
"USDA","","200.4000000000","2024"
"USDA","Agricultural Marketing Service (AMS) Commodity Purchase Program","0.0000000000","2021"
"USDA","Agricultural Marketing Service (AMS) Grants Program","0.0000000000","2021"
"USDA","Agricultural Research Service (ARS) Hurricane Harvey - Buildings and Facilities","0.0000000000","2021"
"USDA","Agriculture Research Service (ARS) Buildings and Facilities","0.0000000000","2021"
"USDA","AMS","0.1006250000","2018"
"USDA","AMS","2.0912030000","2017"
"USDA","AMS","4.7174470000","2020"
"USDA","AMS","133.1200000000","2019"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","0.0000000000","2021"
"USDA","Animal and Plant Health Inspection Service (APHIS) Cooperative Agreements","0.0000000000","2021"
"USDA","Animal and Plant Health Inspection Service (APHIS) Indemnity Program","0.0000000000","2021"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","0.0000000000","2021"
"USDA","Animal and Plant Health Inspection Service (APHIS) Trust Funds","0.0000000000","2021"
"USDA","APHIS","0.1157000000","2017"
"USDA","APHIS","0.1410340000","2018"
"USDA","APHIS","7.9866470000","2020"
"USDA","APHIS","9.2100000000","2019"
"USDA","ARS","1.4900000000","2019"
"USDA","ARS","4.0127920000","2020"
"USDA","Commodity Credit Corporation (CCC) Administrative Contracts","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage and Price Loss Coverage (ARC/PLC)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Agriculture Wool Apparel Manufacturers Trust Fund","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Conservation Reserve Program (CRP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Coronavirus Food Assistance Program (CFAP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Dairy Indemnity Payment Program (DIPP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Dairy Margin Coverage Program (DMC)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Economic Adjustment Assistance for Upland Cotton (EAAP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Emergency Forestry Conservation Reserve Program (EFCRP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Export 416 Ocean Transportation","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Export Credit Guarantee Program Level","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Farm Storage Facility Loan (FSFL)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Feed Stock Flexibility Program (FFP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Food for Progress Program","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Hazardous Waste Activities","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Livestock Forage Disaster Program (LFP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Livestock Indemnity Program (LIP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Loan Deficiency Payments (LDP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Marketing Programs","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Pima Agriculture Cotton Trust Fund","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Public Law 480","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Trade Adjustment Assistance Program (TAA)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","0.0000000000","2021"
"USDA","Commodity Credit Corporation (CCC) Tree Assistance Program (TAP)","0.0000000000","2021"
"USDA","DA","0.0000000000","2019"
"USDA","DA","0.0000000000","2020"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Grassroots Source Water Protection Program","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Reimbursement Transportation Cost Payment Program (RTCP)","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Salaries and Expenses","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) State Mediation Grants","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","0.0000000000","2021"
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program Plus (WHIP+)","0.0000000000","2021"
"USDA","FAS","0.0000000000","2019"
"USDA","FAS","0.0000000000","2020"
"USDA","FAS","0.2510000000","2017"
"USDA","FAS","20.4130940000","2018"
"USDA","FNS","38.2600000000","2019"
"USDA","FNS","60.0926690000","2020"
"USDA","FNS","105.0441820000","2018"
"USDA","FNS","114.0139940000","2017"
"USDA","FNS Hurricane Harvey - Commodity Assistance Program","0.0000000000","2021"
"USDA","FNS Hurricane Harvey - SNAP","0.0000000000","2021"
"USDA","FNS Hurricane Harvey - WIC","0.0000000000","2021"
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) American Samoa (AS)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Child and Adult Care Food Program (CACFP) Family Day Care Homes (FDCH) - Tiering Decisions","0.0000000000","2021"
"USDA","Forest Service (FS) Range Betterment Fund","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Child and Adult Care Food Program (CACFP) Family Day Care Homes (FDCH) - Tiering Decisions","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Commodity Supplemental Food Program (CSFP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Commonwealth of the Northern Marianas Islands (CNMI)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Farmers' Market Nutrition Program (FMNP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Food Distribution Program on Indian Reservations (FDPIR)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Nutrition Assistance Program - Puerto Rico","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Nutrition Program Administration (NPA)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Senior Farmers' Market Nutrition Program (SFMNP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Special Milk Program (SMP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Summer Food Service Program (SFSP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","20.9430280000","2021"
"USDA","Food and Nutrition Service (FNS) The Emergency Food Assistance Program (TEFAP)","0.0000000000","2021"
"USDA","Food and Nutrition Service (FNS) The Emergency Food Assistance Program (TEFAP)","0.0000000000","2021"
"USDA","Food Safety and Inspection Service (FSIS) Salaries and Expenses","0.0000000000","2021"
"USDA","Forest Service (FS) Capital Improvement and Maintenance","0.0000000000","2021"
"USDA","Forest Service (FS) Disaster Supplemental - Capital Improvement and Maintenance","0.0000000000","2021"
"USDA","Forest Service (FS) Emergency Leave","0.0000000000","2021"
"USDA","Forest Service (FS) Forest and Rangeland Research","0.0000000000","2021"
"USDA","Forest Service (FS) Forest and Rangeland Research - Disaster Relief","0.0000000000","2021"
"USDA","Forest Service (FS) Forest Service Trust Funds","0.0000000000","2021"
"USDA","Forest Service (FS) Land Acquisition","0.0000000000","2021"
"USDA","Forest Service (FS) Management of National Forest Lands for Subsistence Uses","0.0000000000","2021"
"USDA","Forest Service (FS) National Forest System","0.0000000000","2021"
"USDA","Forest Service (FS) Operations","0.0000000000","2021"
"USDA","Forest Service (FS) Permanent Appropriations","0.0000000000","2021"
"USDA","Forest Service (FS) State, Private, and Tribal Forestry","0.0000000000","2021"
"USDA","Forest Service (FS) Stewardship Contracting Product Sales","0.0000000000","2021"
"USDA","Forest Service (FS) Wildland Fire Management","0.0000000000","2021"
"USDA","Forest Service (FS) Working Capital Fund","0.0000000000","2021"
"USDA","FS","0.0030000000","2019"
"USDA","FS","0.0221010000","2017"
"USDA","FS","0.0273340000","2020"
"USDA","FS","0.0985400000","2018"
"USDA","FS Hurricane Harvey - State and Private Forestry","0.0000000000","2021"
"USDA","FS Wildland Fire Disaster Relief - Wildland Fire Management","0.0000000000","2021"
"USDA","FS Wildland Fire Management - Suppression","0.0000000000","2021"
"USDA","FSA","17.7475830000","2018"
"USDA","FSA","23.2828850000","2017"
"USDA","FSA","23.9469870000","2020"
"USDA","FSA","29.7100000000","2019"
"USDA","FSIS","0.0175190000","2020"
"USDA","FSIS","1.0425350000","2019"
"USDA","FSIS","2.1496630000","2018"
"USDA","FSIS","2.2428530000","2017"
"USDA","N/A - REMOVE - Rolled into FS National Forest System","0.0000000000","2021"
"USDA","National Institute of Food and Agriculture (NIFA) Community Food Programs","0.0000000000","2021"
"USDA","National Institute of Food and Agriculture (NIFA) Extension Activities","0.0000000000","2021"
"USDA","National Institute of Food and Agriculture (NIFA) Integrated Activities","0.0000000000","2021"
"USDA","National Institute of Food and Agriculture (NIFA) Research and Education Activities","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) P.L. 116-120 Disasters","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Conservation Programs","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Conservation Technical Assistance","0.4300000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program - Hurricane Sandy","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) P.L. 115-20 Disasters","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Plant Materials Centers","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Snow Survey and Water Supply Forecasting","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Soil Surveys","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Water Bank/Damage Assessment Program","0.0000000000","2021"
"USDA","Natural Resources Conservation Service (NRCS) Watershed Programs (excluding Emergency Watershed Program)","0.0000000000","2021"
"USDA","NIFA","0.0000000000","2020"
"USDA","NIFA","5.5000000000","2019"
"USDA","NRCS","0.0000000000","2019"
"USDA","NRCS","0.0001000000","2017"
"USDA","NRCS","0.0099000000","2018"
"USDA","NRCS","0.0204170000","2020"
"USDA","OBPA","0.0000000000","2019"
"USDA","OBPA","0.0000000000","2020"
"USDA","OCIO/OCE","0.0000000000","2019"
"USDA","OCIO/OCE","0.0000000000","2020"
"USDA","OCR","0.0000000000","2019"
"USDA","OCR","0.0000000000","2020"
"USDA","OGC","0.0000000000","2019"
"USDA","OGC","0.0000000000","2020"
"USDA","OHA/OPPE","0.0000000000","2019"
"USDA","OHA/OPPE","0.0000000000","2020"
"USDA","OIG","0.0000000000","2019"
"USDA","OIG","0.0000000000","2020"
"USDA","OIG","0.0180000000","2018"
"USDA","OSEC/OCFO","0.0000000000","2019"
"USDA","OSEC/OCFO","0.0000000000","2020"
"USDA","RBS","0.7500000000","2017"
"USDA","RBS","1.5100630000","2020"
"USDA","RBS","2.4300000000","2019"
"USDA","RBS","64.6079770000","2018"
"USDA","RD","1.0714810000","2017"
"USDA","RD","4.6264140000","2018"
"USDA","REE","0.0000000000","2019"
"USDA","REE","0.0000000000","2020"
"USDA","Research, Education, and Economics (REE) Salaries and Expenses","0.0000000000","2021"
"USDA","RHS","0.0000000000","2019"
"USDA","RHS","0.0040000000","2020"
"USDA","RHS","5.3300000000","2019"
"USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","0.0000000000","2021"
"USDA","RMA","2.1700000000","2019"
"USDA","RMA","4.4958520000","2018"
"USDA","RMA","7.4656500000","2017"
"USDA","RMA","9.0885660000","2020"
"USDA","Rural Business-Cooperative Service (RBCS) Grant Programs and Cooperative Agreement Programs","0.0000000000","2021"
"USDA","Rural Business-Cooperative Service (RBCS) Guaranteed Loan Programs","0.0000000000","2021"
"USDA","Rural Business-Cooperative Service (RBCS) Payment Assistance","0.0000000000","2021"
"USDA","Rural Business-Cooperative Service (RBCS) Relending Programs","0.0000000000","2021"
"USDA","Rural Development (RD) Salaries and Expenses","0.0000000000","2021"
"USDA","Rural Development (RD) Salaries and Expenses (9002 BBMP)","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Community Facilities Community Program Grants","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Community Facilities Direct Loans","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Community Facilities Guaranteed Loans","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Farm Labor Housing Loans (Section 514) and Grants (Section 516)","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Housing Loans and Grants - Other","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Multi Family Housing RD Voucher Program (Section 542)","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Multi-Family Housing Guaranteed Loans (Section 538 Loans)","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Multi-Family Housing Preservation and Revitalization Demo Program","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Multi-Family Housing Rental Assistance Program","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515)","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515) (HIM Disasters)","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Rural Community Development Initiative Grants","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Single Family Housing Direct Loans","0.0000000000","2021"
"USDA","Rural Housing Service (RHS) Single Family Housing Guaranteed Loans","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Broadband Telecom Loans - Treasury Rate","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Community Connect Grants","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Congressional Earmarked Funds","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Electric Loan Programs - Direct Treasury Rate","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Electric Loan Programs FFB Guaranteed Loans","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Grants - Other - Electric","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Public Television Digital Transition Grants","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Energy Savings Program","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Telecommunications - Distance Learning and Telemedicine","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Telecommunications - ReConnect Program","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Telecommunications Hardship Loans - Direct Telecom Loans","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Telecommunications Loans - FFB Telecom Loans","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Telecommunications Loans - Treasury Telecom Loan","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Utilities Electric Program - Direct 5%","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Rural Utilities Electric Program - Municipal Rate","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Water and Waste Disposal Loans and Grants Section 306C","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Grants","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Grants (HIM Disasters)","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Loans","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) Water and Waste Guaranteed Loans","0.0000000000","2021"
"USDA","Rural Utilities Service (RUS) WEP Technical Assistance - Revolving","0.0000000000","2021"
"USITC","","0.0000000000","2022"
"USITC","","0.0000000000","2023"
"VA","","0.0000000000","2021"
"VA","","133.3100000000","2024"
"VA","","134.3200000000","2022"
"VA","","177.2000000000","2023"
"VA","Activities with Other Federal Agencies","0.1900000000","2021"
"VA","Alcohol and Drug Treatment Rehabilitation","0.0000000000","2021"
"VA","Automobile Adaptive Equipment","0.0000000000","2021"
"VA","Beneficiary Travel","0.0000000000","2021"
"VA","Beneficiary Travel","0.0100000000","2019"
"VA","Beneficiary Travel","0.0100000000","2020"
"VA","Beneficiary Travel","0.1641710000","2017"
"VA","Beneficiary Travel","0.2417380000","2018"
"VA","Canteen Service","0.0000000000","2021"
"VA","Caregiver Support","0.0000000000","2021"
"VA","Civilian Health and Medical Program of the VA (CHAMPVA)","0.0000000000","2018"
"VA","Civilian Health and Medical Program of the VA (CHAMPVA)","0.6000000000","2019"
"VA","Civilian Health and Medical Program of the VA (CHAMPVA)","1.1600000000","2021"
"VA","Civilian Health and Medical Program of the VA (CHAMPVA)","2.3500000000","2020"
"VA","Clothing Allowance","0.0000000000","2021"
"VA","Communications, Utilities, and Other Rent","0.0000000000","2021"
"VA","Compensated Work Therapy","0.0000000000","2021"
"VA","Compensation","2.1700000000","2019"
"VA","Compensation","3.6000000000","2020"
"VA","Compensation","6.5626600000","2017"
"VA","Compensation","6.6247210000","2018"
"VA","Compensation","9.6980000000","2021"
"VA","COVID-19 Office of Information & Technology","0.0000000000","2021"
"VA","COVID-19 Office of Inspector General","0.0000000000","2021"
"VA","COVID-19 Station 101 Accounting","0.0000000000","2021"
"VA","COVID-19 VA Wide Payroll","0.0000000000","2021"
"VA","COVID-19 VA Wide Travel","0.0000000000","2021"
"VA","COVID-19 Veterans Benefits Administration (VBA) General Operating Expense","0.0000000000","2021"
"VA","COVID-19 Veterans Health Administration (VHA) Supplemental Disbursements","0.0000000000","2021"
"VA","Dependency and Indemnity Compensation","2.2180000000","2021"
"VA","DoD/VA Joint Incentive fund","0.0000000000","2021"
"VA","Education (Chapter 1607)","0.0000000000","2021"
"VA","Education (Reporting Fees)","0.0000000000","2021"
"VA","Education Service (Chapter 1606)","0.0000000000","2021"
"VA","Education Service (Chapter 1606)","1.8500000000","2019"
"VA","Education Service (Chapter 1606)","4.7579560000","2017"
"VA","Education Service (Chapter 1606)","5.5100000000","2020"
"VA","Education Service (Chapter 1606)","29.4490430000","2018"
"VA","Education Service (Chapter 33)","36.6370000000","2021"
"VA","Education Service (State Approving Agencies)","0.0000000000","2021"
"VA","Education Service Survivor and Dependents Education Assistance (Chapter 35)","0.0000000000","2021"
"VA","Equal Access to Justice Act","0.0000000000","2021"
"VA","Equipment","0.0000000000","2021"
"VA","Facility Maintenance and Operations","0.0000000000","2021"
"VA","Fee Basis","0.0000000000","2020"
"VA","Fee Basis","0.0500000000","2019"
"VA","Fee Basis","0.3609380000","2018"
"VA","Foreign Medical Program","0.0000000000","2021"
"VA","Franchise Fund","0.0000000000","2021"
"VA","General Post Fund","0.0000000000","2021"
"VA","Grants (Construction of State Extended Care Facilities)","0.0000000000","2021"
"VA","Grants (Highly Rural Transportation)","0.0000000000","2021"
"VA","Grants (Homeless Per Diem)","0.0000000000","2021"
"VA","Grants (Support Services for Veteran Families)","0.0000000000","2021"
"VA","Healthcare for Homeless Veterans","0.0390000000","2021"
"VA","Indian Health Services/Tribal Health Program","0.0000000000","2021"
"VA","Land and Structures","0.0000000000","2021"
"VA","Loan Guaranty (Direct Loans)","0.0000000000","2021"
"VA","Loan Guaranty (Loan Administration)","0.0000000000","2021"
"VA","Loan Guaranty (Loan Production)","0.0000000000","2021"
"VA","Loan Guaranty (Loan Sales)","0.0000000000","2021"
"VA","Loan Guaranty (Property Management)","0.0000000000","2021"
"VA","Medical and Prosthetic Research","0.0000000000","2021"
"VA","Medical Care Contracts and Agreements","0.0000000000","2021"
"VA","Montgomery GI Bill (Chapter 30)","0.0000000000","2021"
"VA","National Cemetery Administration (NCA) Burial","0.0000000000","2021"
"VA","National Service Life Insurance","0.0000000000","2021"
"VA","Non-Medical Contracts and Agreements","0.0000000000","2021"
"VA","Office of Acquisition, Logistics and Construction (Major/Minor Construction)","1.4590000000","2021"
"VA","Office of Information & Technology","0.0000000000","2021"
"VA","Office of Inspector General","0.0000000000","2021"
"VA","Off-Station Provider Services","0.2200000000","2021"
"VA","Other","299.4789370000","2017"
"VA","Other Contracts, Services, Agreements, and Miscellaneous","3.4410000000","2021"
"VA","Other Programs","26.6500070000","2018"
"VA","Other Programs","89.0200000000","2020"
"VA","Other Programs","131.8500000000","2019"
"VA","Pension","0.0000000000","2020"
"VA","Pension","0.3100000000","2019"
"VA","Pension","0.3629330000","2018"
"VA","Pension","1.9912620000","2017"
"VA","Pension","2.2700000000","2021"
"VA","Pharmacy (Consolidated Mail Outpatient Pharmacies)","0.0000000000","2021"
"VA","Pharmacy (Medical Facilities)","0.0000000000","2021"
"VA","Printing and Reproduction","0.0000000000","2021"
"VA","Professional Services Contracts","0.0000000000","2021"
"VA","Prosthetics","0.0000000000","2021"
"VA","Purchased Long Term Services and Supports","0.0400000000","2021"
"VA","Restored Entitlement Program for Survivors","0.0000000000","2021"
"VA","Service-Disabled Veterans Insurance","0.0000000000","2021"
"VA","Servicemembers' Group Life Insurance","0.3300000000","2021"
"VA","Shared Services","0.0000000000","2021"
"VA","Specially Adaptive Housing","0.0220000000","2021"
"VA","Spina Bifida Health Care","0.0000000000","2021"
"VA","State Home Per Diem","0.0000000000","2021"
"VA","Station 101 Accounting","0.0000000000","2021"
"VA","Supplies and Materials","6.4500000000","2021"
"VA","Supply Fund","0.0000000000","2021"
"VA","Transportation of Things","0.0000000000","2021"
"VA","United States Government Life Insurance","0.0000000000","2021"
"VA","VA Community Care","179.9000000000","2021"
"VA","VA Wide Payroll","2.2700000000","2021"
"VA","VA Wide Travel","0.0000000000","2021"
"VA","VACC and PLTSS","0.6927160000","2017"
"VA","Veteran Readiness and Employment","0.0000000000","2021"
"VA","Veterans Benefits Administration (VBA) Automobile Grants","0.0000000000","2021"
"VA","Veterans Benefits Administration (VBA) Burial","0.0000000000","2021"
"VA","Veterans Benefits Administration (VBA) General Operating Expense","0.0000000000","2021"
"VA","Veterans Benefits Administration (VBA) Spina Bifida (Chapter 18)","0.0000000000","2021"
"VA","Veterans Health Administration (VHA) Disaster Relief Funding (Hurricane Sandy)","0.0000000000","2021"
"VA","Veterans Health Administration (VHA) Information Technology Services","0.0000000000","2021"
"VA","Veterans Health Administration (VHA) Insurance Claims and Interest Expense","0.0000000000","2021"
"VA","Veterans Insurance and Indemnities","0.0470000000","2021"
"VA","Veterans Readiness and Employment (Contract Counseling)","0.0000000000","2021"
"VA","Veterans Reopened Insurance","0.0000000000","2021"
"VA","Veterans Retraining and Assistance Program","0.0000000000","2021"
"VA","Veterans Special Life Insurance","0.0000000000","2021"
"VA","VHA Disaster Relief Funding","0.0000000000","2021"
