"Agency","Program_Name","Fiscal_Year","key","value"
"DOC","Departmental Management - Gifts and Bequests","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOC","Economic Development Administration (EDA) - Grants","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOC","Economic Development Administration (EDA) - Grants","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOC","Internation Trade Administration (ITA)","2021","OP Amt Identified outside of Payment Recapture Audits","0.1400000000"
"DOC","Internation Trade Administration (ITA)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0100000000"
"DOC","International Trade Administration (ITA) - Executive Direction and Administration","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOC","International Trade Administration (ITA) - Executive Direction and Administration","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOC","International Trade Administration (ITA) - Industry and Analysis","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOC","International Trade Administration (ITA) - Industry and Analysis","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","OP Amt Identified outside of Payment Recapture Audits","0.3190000000"
"DOC","Minority Business Development Agency (MBDA)","2019","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2019","Total Overpayment Amount Recovered","0.0000000000"
"DOC","Minority Business Development Agency (MBDA)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0010000000"
"DOC","Minority Business Development Agency (MBDA)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOC","National Oceanic and Atmospheric Administration (NOAA)","2018","OP Amt Identified outside of Payment Recapture Audits","1.0160000000"
"DOC","National Oceanic and Atmospheric Administration (NOAA)","2018","OP Amt Recapture outside of Payment Recapture Audits","0.6710000000"
"DOD","Commercial Pay","2017","OP Amt Identified outside of Payment Recapture Audits","64.3600000000"
"DOD","Commercial Pay","2017","OP Amt Recapture outside of Payment Recapture Audits","59.9500000000"
"DOD","Commercial Pay","2020","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"DOD","Commercial Pay","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOD","Commercial Pay","2020","OP Amt Identified through Payment Recapture Audits","430.7000000000"
"DOD","Commercial Pay","2020","OP Amt Recaptured through Payment Recapture Audits","417.0000000000"
"DOD","Commercial Pay","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"DOD","Commercial Pay","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOD","Commercial Pay","2020","Disposition of Funds Through Original Purpose","0.0000000000"
"DOD","Commercial Pay","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOD","Commercial Pay","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOD","Commercial Pay","2020","Aging of Outstanding OP Identified Remaining Unrecovered","13.7000000000"
"DOD","Commercial Pay","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","2.6000000000"
"DOD","Commercial Pay","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","11.1000000000"
"DOD","Commercial Pay","2020","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"DOD","Commercial Pay","2020","Aging of Outstanding OP Identified determined not collectable","0.0600000000"
"DOD","Commercial Pay","2020","Total Overpayment Amount Recovered","417.0000000000"
"DOD","Commercial Pay","2020","Total Overpayment Amount Identified","430.7000000000"
"DOD","Military Pay","2018","OP Amt Identified outside of Payment Recapture Audits","276.6600000000"
"DOD","Military Pay","2018","OP Amt Recapture outside of Payment Recapture Audits","238.4000000000"
"DOD","Military Retirement","2018","OP Amt Identified outside of Payment Recapture Audits","19.6200000000"
"DOD","Military Retirement","2018","OP Amt Recapture outside of Payment Recapture Audits","17.8400000000"
"DOD","Retired and Annuitant Pay","2017","OP Amt Identified outside of Payment Recapture Audits","8.5200000000"
"DOD","Retired and Annuitant Pay","2017","OP Amt Recapture outside of Payment Recapture Audits","8.0900000000"
"DOE","Vendors/Contracts","2017","OP Amt Identified outside of Payment Recapture Audits","17.6534000000"
"DOE","Vendors/Contracts","2017","OP Amt Recapture outside of Payment Recapture Audits","16.3086000000"
"DOJ","","2023","OP Amt Identified outside of Payment Recapture Audits","1.8500000000"
"DOJ","","2023","OP Amt Recapture outside of Payment Recapture Audits","1.4600000000"
"DOJ","","2023","OP Amt Identified through Payment Recapture Audits","7.2500000000"
"DOJ","","2023","OP Amt Recaptured through Payment Recapture Audits","8.3700000000"
"DOJ","","2023","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9800000000"
"DOJ","","2023","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","","2023","Disposition of Funds Through Original Purpose","8.3700000000"
"DOJ","","2023","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","","2023","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","","2023","Aging of Outstanding OP Identified Remaining Unrecovered","3.2500000000"
"DOJ","","2023","Aging of Outstanding OP Identified Amt 0 - 6 months","1.1600000000"
"DOJ","","2023","Aging of Outstanding OP Identified Amt 6 months to 1 year","2.0900000000"
"DOJ","","2023","Aging of Outstanding OP Identified Amt over 1 year","1.6900000000"
"DOJ","","2023","Aging of Outstanding OP Identified determined not collectable","0.3600000000"
"DOJ","","2023","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"DOJ","","2023","Total Overpayment Amount Recovered","9.8300000000"
"DOJ","","2023","Total Overpayment Amount Identified","9.1000000000"
"DOJ","","2023","Returned to Original Account","0.0000000000"
"DOJ","","2023","Recovery Audit Amount Outstanding Rate","44.8275862069"
"DOJ","","2023","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","4.9655172414"
"DOJ","","2023","Recovery Audit Amount Identified In Prior Reporting Periods Determined Not Collectable During This Reporting Period","0.1900000000"
"DOJ","Administrative, Technology, and Other","2019","OP Amt Identified outside of Payment Recapture Audits","0.0300000000"
"DOJ","Administrative, Technology, and Other","2019","OP Amt Recapture outside of Payment Recapture Audits","0.0300000000"
"DOJ","Administrative, Technology, and Other","2019","OP Amt Identified through Payment Recapture Audits","1.7900000000"
"DOJ","Administrative, Technology, and Other","2019","OP Amt Recaptured through Payment Recapture Audits","1.9100000000"
"DOJ","Administrative, Technology, and Other","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOJ","Administrative, Technology, and Other","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DOJ","Administrative, Technology, and Other","2019","Disposition of Funds Through Original Purpose","1.9100000000"
"DOJ","Administrative, Technology, and Other","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DOJ","Administrative, Technology, and Other","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DOJ","Administrative, Technology, and Other","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.1000000000"
"DOJ","Administrative, Technology, and Other","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0100000000"
"DOJ","Administrative, Technology, and Other","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"DOJ","Administrative, Technology, and Other","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0900000000"
"DOJ","Administrative, Technology, and Other","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"DOJ","Administrative, Technology, and Other","2019","Total Overpayment Amount Recovered","1.9400000000"
"DOJ","Administrative, Technology, and Other","2019","Total Overpayment Amount Identified","1.8200000000"
"DOJ","Law Enforcement","2017","OP Amt Identified outside of Payment Recapture Audits","0.0078000000"
"DOJ","Law Enforcement","2017","OP Amt Recapture outside of Payment Recapture Audits","0.0078000000"
"DOJ","Law Enforcement","2017","OP Amt Identified through Payment Recapture Audits","1.4922000000"
"DOJ","Law Enforcement","2017","OP Amt Recaptured through Payment Recapture Audits","0.8785000000"
"DOJ","Law Enforcement","2017","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8900000000"
"DOJ","Law Enforcement","2017","Disposition of Funds Through Original Purpose","0.8698000000"
"DOJ","Law Enforcement","2017","Aging of Outstanding OP Identified Amt 0 - 6 months","0.8155000000"
"DOJ","Law Enforcement","2017","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0751000000"
"DOJ","Law Enforcement","2017","Aging of Outstanding OP Identified determined not collectable","0.0167000000"
"DOJ","Law Enforcement","2017","Total Overpayment Amount Recovered","0.8863000000"
"DOJ","Law Enforcement","2017","Total Overpayment Amount Identified","1.5000000000"
"DOJ","Law Enforcement","2019","OP Amt Identified outside of Payment Recapture Audits","0.5400000000"
"DOJ","Law Enforcement","2019","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"DOJ","Law Enforcement","2019","OP Amt Identified through Payment Recapture Audits","1.0200000000"
"DOJ","Law Enforcement","2019","OP Amt Recaptured through Payment Recapture Audits","1.7300000000"
"DOJ","Law Enforcement","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9000000000"
"DOJ","Law Enforcement","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"CNCS","","2023","OP Amt Identified outside of Payment Recapture Audits","0.8500000000"
"CNCS","","2023","OP Amt Recapture outside of Payment Recapture Audits","0.2200000000"
"CNCS","","2023","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DHS","CISA - OBIM","2019","OP Amt Identified outside of Payment Recapture Audits","0.0009000000"
"DHS","CISA - OBIM","2019","OP Amt Recapture outside of Payment Recapture Audits","0.0009000000"
"DHS","CISA - OBIM","2019","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"DHS","CISA - OBIM","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"DHS","CISA - OBIM","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"DHS","CISA - OBIM","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"DHS","CISA - OBIM","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"DHS","CISA - OBIM","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"DHS","CISA - OBIM","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"DHS","CISA - OBIM","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
