"End Date","Recorded Date","Agency","Program Name","ActionNumber","ActionTaken","RecoveryMethod","OverpaymentsRecoverPlan","Quarter Year"
"Apr 15 2021  4:26PM","Apr 15 2021  4:26PM","ED","William D. Ford Federal Direct Loan Program ","Overpayments #1","ED has established an integrated system of complementary oversight functions to help detect and recover improper payments and ensure compliance by all participating parties. When an improper payment is detected and deemed collectable, FSA establishes an a","Recovery Activity","ED will continue to collect monies from vendors against the accounts receivable established and, if/as necessary, pursue collection.","Q2 2021"
"Apr 16 2021 12:03AM","Apr 16 2021 12:03AM","DOD","Military Health Benefits - Healthcare","Overpayments #1","Post payment compliance reviews identify payment errors for the purpose of reporting improper payment estimates. Private sector care Contractors are notified of payment errors for correction and to assess processes and procedures.","Recovery Activity","Continue scheduled compliance reviews conducted by EIC. Payment errors are identified and refunds made to the Government through the submission of an adjusted TED record or by direct payment.","Q2 2021"
"Apr 16 2021 12:54AM","Apr 16 2021 12:54AM","DOD","Military Retirement","Overpayments #1","R&A has an internal review process through the Quality Product Assurance (QPA) department consisting of random sampling reviews and pre-review of all one-time payments over $2500 and post pay sampling reviews.","Recovery Activity","The QPA review process allows to quickly identify erroneously processed overpayments. The post review process identifies errors after release, at which point the funds would be reclaimed. Most reclamations are automated through EFT recall requests.","Q2 2021"
"Apr 16 2021  1:23AM","Apr 16 2021  1:23AM","DOD","Commercial Pay","Overpayments #1","DoD Payment Recapture Audit and Recovery Activities (PRA) Plan","Recovery Activity","Department Components conduct contract reconciliations by comparing invoices, receiving reports, and certified payments on vouchers as well as verifying the terms of the contract have been met and are properly recorded.","Q2 2021"
"Apr 16 2021  8:29AM","Apr 16 2021  8:29AM","VA","Pension","Overpayments #1","Pension uses quality reviews to identify possible duplicates and overpayments.  Pension performs quality reviews on randomly selected cases that ensure eligibility determinations, proper case processing, and payment accuracy. ","Recovery Audit","Once a debt has been established, it is referred to Debt Management Center, which pursues the collection of all debts through lump-sum offset from current or future benefit payments or by installment payments agreed upon by the debtor. ","Q2 2021"
"Apr 16 2021  9:25AM","Apr 16 2021  9:25AM","FCC","Universal Service Fund - Lifeline","Overpayments #1","Post-payment programmatic reviews of high risk ETCs","Recovery Activity","USAC is assessing the reason for the improper payment and will take corrective actions to prevent such improper payments from re-occurring.","Q2 2021"
"Apr 16 2021  1:51PM","Apr 16 2021  1:51PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Overpayments #1","For overpayments identified through the error rate statistical sampling process, states worked to recover payments resulting from fraud and to the extent recoverable, those that were not the result of fraud.","Recovery Activity","States are required to recover child care payments that are the result of fraud and have discretion as to whether to recover misspent funds that were not the result of fraud, such as in cases of administrative error.  ","Q2 2021"
"Apr 16 2021  2:09PM","Apr 16 2021  2:09PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Overpayments #1","As discussed in the FY 2020 Agency Financial Report, States are generally required to establish State Medicaid Recovery Audit Programs to identify overpayments to the extent possible.","Recovery Audit","As discussed in the FY 2020 Agency Financial Report, States are generally required to establish State Medicaid Recovery Audit Programs to identify overpayments to the extent possible.","Q2 2021"
"Apr 16 2021  2:28PM","Apr 16 2021  2:28PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #1","As discussed in the FY 2020 Agency Financial Report, States are generally required to establish State Medicaid Recovery Audit Programs to identify overpayments to the extent possible.","Recovery Audit","As discussed in the FY 2020 Agency Financial Report, States are generally required to establish State Medicaid Recovery Audit Programs to identify overpayments to the extent possible.","Q2 2021"
"Apr 16 2021  3:01PM","Apr 16 2021  3:01PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Overpayments #1","HHS and the Recovery Audit Contractors review inpatient claims for medical necessity and coding purposes.  ","Recovery Activity","HHS and its review contractors (Medicare Administrative Contractors and Recovery Audit Contractors) complete post payment review and Targeted Probe and Educate (MACs) based on improper payment rate findings.","Q2 2021"
"Apr 16 2021  3:32PM","Apr 16 2021  3:32PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #1","HHS issued a proposed rule for the methodology in collecting overpayments identified as a result of contract-level Risk Adjustment Data Validation audits. HHS will calculate final amounts and initiate recoveries upon issuance of the final rule.","Recovery Activity","HHS issued a proposed rule for the methodology in collecting overpayments identified as a result of contract-level Risk Adjustment Data Validation audits. HHS will calculate final amounts and initiate recoveries upon issuance of the final rule.","Q2 2021"
"Apr 16 2021  3:38PM","Apr 16 2021  3:38PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #1","In FY 2020, CMS recovered $11.8 million from Part D plan sponsors, due to National Benefit Integrity Medicare Drug Integrity Contractor (NBI MEDIC) data analysis projects and Part D plan sponsor self-audits.","Recovery Activity","HHS will be conducting data analysis and audits to recover inappropriate payments.","Q2 2021"
"Apr 22 2021  1:39PM","Apr 22 2021  1:39PM","USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","Overpayments #1","","Recovery Activity","FSA overpayment policy is used to collect payments exceeding their eligibility.","Q2 2021"
"Apr 23 2021 12:51PM","Apr 23 2021 12:51PM","SBA","504 Certified Development Loans Approvals","Overpayments #1","Obtain additional loan documentation to mitigate or eliminate improper payment.","Recovery Activity","There is no monetary loss on loan approvals. SBA will continue to obtain loan documentation to mitigate or eliminate improper payments.","Q2 2021"
"Apr 23 2021  1:06PM","Apr 23 2021  1:06PM","SBA","7(a) Loan Guarantees Approvals","Overpayments #1","Reduction or cancellation of loan guaranty to mitigate or eliminate improper payment.","Recovery Activity","There is no monetary loss on loan approvals. SBA will continue to reduce or cancel the loan guaranty in order to mitigate or eliminate improper payments.","Q2 2021"
"Apr 29 2021  9:26AM","Apr 29 2021  9:26AM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #1","FNS uses the FNS-209 report to capture this information.","Recovery Activity","Once a quarter, FNS uses the 209 report within the SNAP program to capture all recovery activity. That information is then transmitted to the Department for inclusion into all recovery activities for the entire Agency. ","Q2 2021"
"Apr  8 2021 10:18AM","Apr  8 2021 10:18AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #2","Document Matching","Recovery Audit","IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required. Post refund statutory adjustments occur.","Q2 2021"
"Feb 12 2021  3:54PM","Feb 12 2021  3:54PM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #2","","","","Q1 2021"
"Apr  8 2021 10:31AM","Apr  8 2021 10:31AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #2","Document Matching","Recovery Activity","IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required.","Q2 2021"
"Apr  8 2021 10:40AM","Apr  8 2021 10:40AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #2","Document Matching","Recovery Activity","IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required.","Q2 2021"
"Apr 13 2021 11:00AM","Apr 13 2021 11:00AM","OPM","Federal Retirement Services","Overpayments #2","On-roll debts are collected when OPM withholds a portion of the debtorâ€™s monthly benefits until their entire debt is collected;","Recovery Activity","Retirement Services will continue to perform the existing actions and conduct a periodic analysis.  ","Q2 2021"
"Apr 13 2021  3:15PM","Apr 13 2021  3:15PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #2","We are continuing efforts on the development of a new debt management system to improve tracking and allow for more dynamic debt collection.","Recovery Activity","Begin development to be able to quickly and electronically process payments initiated from the individual financial institutionsâ€™ online bill payment options.","Q2 2021"
"Apr 13 2021  3:32PM","Apr 13 2021  3:32PM","SSA","Supplemental Security Income (SSI)","Overpayments #2","We are continuing efforts on the development of a new debt management system to improve tracking and allow for more dynamic debt collection.","Recovery Activity","Begin development to be able to quickly and electronically process payments initiated from the individual financial institutionsâ€™ online bill payment options.","Q2 2021"
"Apr 14 2021  4:43PM","Apr 14 2021  4:43PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #2","","","","Q2 2021"
"Apr 15 2021 10:39AM","Apr 15 2021 10:39AM","VA","VA Community Care","Overpayments #2","OCC has awarded a new recovery audit contract and is preparing to operationalize that contract. The new contractor is currently scheduled to begin auditing claims for the VACC, CHAMPVA and Spina Bifida Health Care programs in FY 2021.","Recovery Audit","Contractor will identify overpayments by provider TIN and aggregate those debts by fiscal year. The VA Debt Management Center will send notices of indebtedness to providers and use the cross-servicing and Treasury offset programs for unpaid debts.","Q2 2021"
