"Agency","Program_Name","Fiscal_Year","Payment_Type","Program_Design_or_Structural_Issue","Inability_to_Authenticate_Eligibility","Inability_to_Authenticate_Eligibility:_Inability_to_Access_Data","Inability_to_Authenticate_Eligibility:_Data_Needed_Does_Not_Exis","Insufficient_Documentation_to_Determine","Failure_to_Access_Data","Address_Location","Contractor_or_Provider_Status","Financial"
"CPSC","Payroll - Consumer Product Safety Commission","2022","Technically Improper","0.0000000000","","","","","","","",""
"CPSC","Payroll - Consumer Product Safety Commission","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CPSC","Payroll - Consumer Product Safety Commission","2022","Unknown","","","","","0.0000000000","","","",""
"CSOSA","Accountability","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CSOSA","Accountability","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CSOSA","Accountability","2022","Technically Improper","0.0000000000","","","","","","","",""
"CSOSA","Accountability","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CSOSA","Accountability","2022","Unknown","","","","","0.0000000000","","","",""
"CSOSA","Integration","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CSOSA","Integration","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CSOSA","Integration","2022","Technically Improper","0.0000000000","","","","","","","",""
"CSOSA","Integration","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"CSOSA","Integration","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","CBP - Hurricane Sandy","2015","Overpayments","0.0000000000","0.0000000000","","","0.0000000000","","","",""
"DHS","CBP - Hurricane Sandy","2015","Underpayments","0.0000000000","0.0000000000","","","","","","",""
"DHS","Countering Weapons of Mass Destruction","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Chemical and Biological Readiness: Biological","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Federal Assistance","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Health and Medical Readiness","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Integrated Operations","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2021","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2021","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2022","Technically Improper","0.0000000000","","","","","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Mission Support","2022","Unknown","","","","","0.0000000000","","","",""
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Operations & Support","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"DHS","Countering Weapons of Mass Destruction Office (CWMD) - Operations & Support","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
