"End Date","Recorded Date","Agency","Program Name","Accomplishment","AccomplishmentDate","Quarter Year"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","According to law enforcement notifications received during the first 3 quarters of FY 2018, National Benefit Integrity Medicare Drug Integrity Contractor's (NBI MEDIC) referrals to law enforcement resulted in recoveries of $2.51 million for Part C.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Due to the National Benefit Integrity Medicare Drug Integrity Contractor's (NBI MEDIC) data analysis projects, including Part D plan sponsor self-audits, CMS recovered $3.12 million from Part D sponsors during the first three quarters of FY 2018.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","ACF revised Child Care Data Collection Instructions and OMB approved them in Oct. 2018. Grantees received training on the new instructions and technical assistance targeting individual support for each required component of the methodology.","Nov 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Completed desk or focused reviews in selected states, including: managed care & safeguards in personal care services; terminated providers; state corrective actions, and fraud, waste, and abuse initiatives related to the opioid crisis.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Completed desk or focused reviews in selected states, including managed care & safeguards in personal care services; terminated providers, state corrective actions, and fraud, waste, & abuse initiatives related to the opioid crisis.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","In September 2018, HHS approved the Medicare FFS Recovery Audit Contractor's request to review IRF claims. Refer to the ""Medicare Fee For Service Recovery Audit Program's Approved RAC Topics"" page on CMS.gov, specifically issue number “0073”.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","In FY 2018, MAOs reported and returned approximately $64.93 million in self-reported overpayments.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","According to law enforcement notifications received during the first 3 quarters of FY 2018, NBI MEDIC referrals to law enforcement resulted in recoveries of $9.97 million for Part D.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Targeted technical assistance, monthly calls, and site visits with various states helped identify root causes & proper mitigation strategies, identify technical assistance needs, and focus discussions around policy/procedure to dig into root causes.","Nov 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","","","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","The state assessment contractor visited 13 states since FY17. The contractor assessed compliance with provider screening and enrollment requirements, conducted a gap analysis, and developed strategic blueprints to help improve the state’s processes.","Sep 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Medicare Administrative Contractors implemented the Targeted Probe & Educate medical review strategy in FY18; conducted up to 3 rounds of hospital outpatient claims reviews, 20-40 claims per round, and educated providers at the end of each round.","Sep 18 2018 12:00AM","Q4 2018"
"Oct 26 2022  1:11PM","Oct 26 2022  1:11PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","IRS Nationwide Tax Forum - The IRS hosted its annual tax forum and presented ""˜Looking to Tax Year 2022: American Rescue Plan Tax Changes to the Earned Income Tax Credit and Other Child-Related Credits', which was specific to understanding eligibility","Aug  1 2022 12:00AM","Q4 2022"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","In July 2018, HHS conducted a large in-person fraud, waste, and abuse training conference for MA plans on program integrity initiatives, investigations, data analyses, and potential fraud schemes.","Jul 18 2018 12:00AM","Q4 2018"
"Feb  5 2019 12:00AM","","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","In FY 2018, Part D sponsors reported and returned approximately $2.1 million in self-reported overpayments.","Sep 18 2018 12:00AM","Q4 2018"
"Apr 16 2019  2:37PM","Apr 16 2019  2:37PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Communicated with 6 states to encourage them to put laws or regulations in place to impose penalties on employers for failure to report new hires to the state agency that manages those directories.","Mar  1 2019 12:00AM","Q2 2019"
"Apr 16 2019  3:06PM","Apr 16 2019  3:06PM","ED","Federal Pell Grant Program","FSA is making enhancements to the Free Application for Federal Student Aid (FAFSA), including masking of the Social Security Number (SSN) field as part of FSAâ€™s ongoing effort to maintain a secure experience for applicants and their families. ","Apr  1 2019 12:00AM","Q2 2019"
"Apr 16 2019  4:10PM","Apr 16 2019  4:10PM","ED","William D. Ford Federal Direct Loan Program ","FSA is making enhancements to the Free Application for Federal Student Aid (FAFSA), including masking of the Social Security Number (SSN) field as part of FSAâ€™s ongoing effort to maintain a secure experience for applicants and their families. ","Apr  1 2019 12:00AM","Q2 2019"
"Apr 18 2019  2:30PM","Apr 18 2019  2:30PM","FCC","Universal Service Fund - Lifeline","","","Q2 2019"
"Apr 18 2019  2:48PM","Apr 18 2019  2:48PM","FCC","Universal Service Fund - Lifeline","","","Q2 2019"
"Dec 10 2020  1:09PM","Dec 10 2020  1:09PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","HHS visited Colorado, Oklahoma, and Wyoming during FY 2020 to assess provider screening and enrollment compliance, provide technical assistance, and offer states the opportunity to leverage Medicare screening and enrollment activities.","Sep  1 2020 12:00AM","Q4 2020"
"Dec 10 2020  1:34PM","Dec 10 2020  1:34PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","HHS visited Colorado, Oklahoma, and Wyoming during FY 2020 to assess provider screening and enrollment compliance, provide technical assistance, and offer states the opportunity to leverage Medicare screening and enrollment activities.","Sep  1 2020 12:00AM","Q4 2020"
"Dec 10 2020  1:47PM","Dec 10 2020  1:47PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","HHS finalized (CMS-1729-F) the removal of the post-admission physician evaluation, required within 24 hours of patient admission to the IRF by the physician. This became effective for all IRF discharges beginning on or after October 1, 2020.","Oct  1 2020 12:00AM","Q4 2020"
"Dec 10 2020  2:11PM","Dec 10 2020  2:11PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","HHS conducted a Medicare Advantage Organization and Prescription Drug Plan webinar in July 2020. The training focused on collaborative efforts to reduce fraud, waste, and abuse in the Medicare Part C and D programs.","Jul  1 2020 12:00AM","Q4 2020"
"Dec 10 2020  2:25PM","Dec 10 2020  2:25PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","","","Q4 2020"
"Oct 29 2020  3:00PM","Oct 29 2020  3:00PM","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage and Price Loss Coverage (ARC/PLC)","Continue to hold conference call weekly to address deficiencies.","Oct  1 2020 12:00AM","Q4 2020"
"Oct 30 2020  9:18AM","Oct 30 2020  9:18AM","DOT","Federal Highway Administration Highway Planning and Construction","Met reduction target goals for the FY 2020 improper payment estimate. ","Sep  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 10:32AM","Nov 13 2020 10:33AM","ED","Federal Pell Grant Program","FSA issued additional guidance to address the continued challenges that schools and their students face due to the COVID-19 pandemic, including a new COVID-19 Title IV Frequently Asked Questions. ","Oct  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 10:48AM","Nov 13 2020 10:48AM","ED","William D. Ford Federal Direct Loan Program ","FSA issued additional guidance to address the continued challenges that schools and their students face due to the COVID-19 pandemic, including a new COVID-19 Title IV Frequently Asked Questions. ","Oct  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 12:30PM","Nov 13 2020 12:30PM","DOD","Military Retirement","System changes continue to reduce cases, nearly eliminating backlogs.","Jun  1 2020 12:00AM","Q4 2020"
"Nov 13 2020 12:58PM","Nov 13 2020 12:58PM","DOD","Military Pay","The Services made significant progress in providing supporting documentation for its payments tested in FY 2020. The combined Military Pay estimated IP rate decreased by 2.45% and improper payment amount decreased by $2,273.57.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 13 2020  1:25PM","Nov 13 2020  1:25PM","DOD","Military Health Benefits - Healthcare","Due to the actions taken by the contractor, the error rate progressively reduced below contractual standard during FY19. The contractor will continue to be monitored for system issues that still affect the accurate processing of claims.","Aug  1 2020 12:00AM","Q4 2020"
"Nov 13 2020  4:40PM","Nov 13 2020  4:40PM","FCC","Universal Service Fund - Lifeline","Implemented additional state and territory connections, bringing the automated program eligibility connections in the National Verifier up to two federal and 18 state/territory connections. ","May  1 2020 12:00AM","Q4 2020"
"Nov 16 2020  4:12PM","Nov 16 2020  4:12PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","CN developed a fraud risk assessment for the school meals programs, differentiating between improper payments and fraud. Fraud risk assessments are required under the 2015 Fraud Reduction and Data Analytics Act.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 16 2020  4:38PM","Nov 16 2020  4:38PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","CN developed a fraud risk assessment for the school meals programs, differentiating between improper payments and fraud. Fraud risk assessments are required under the 2015 Fraud Reduction and Data Analytics Act.","Sep  1 2020 12:00AM","Q4 2020"
"Nov 17 2020 10:04AM","Nov 17 2020 10:04AM","USDA","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","","","Q4 2020"
"Dec  4 2020 10:22AM","Dec  4 2020 10:22AM","FCC","Universal Service Fund - Schools and Libraries","Business Requirements Document (BRD) for the competitive bidding portal (CBP) with the FCC.  BRD will serve as the basis for the request for the CBP proposal (RFP).","Oct  1 2020 12:00AM","Q4 2020"
"Dec  8 2020  5:04PM","Dec  8 2020  5:04PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Grantees received CCDF Program Integrity training and technical assistance targeting individual support for each required component of the methodology.","Oct  1 2020 12:00AM","Q4 2020"
"Feb  3 2021  2:07PM","Feb  3 2021  2:07PM","OPM","Federal Retirement Services","Disability Earnings Survey Completed","Jul  1 2020 12:00AM","Q1 2021"
"Feb 11 2021  2:54PM","Feb 11 2021  2:54PM","VA","Pension","Updated Pension's National Training Curriculum to reflect processes in alignment with current policies and procedures.","Oct  1 2020 12:00AM","Q1 2021"
"","","DOL","Employment & Training Administration - Federal State Unemployment Insurance","The Integrity Center developed and conducted two Integrity Data Hub (IDH) webinars: 1) IDH Overview; 2) Prioritizing IDH cross-match results.","Oct  1 2020 12:00AM","Q2 2021"
"","","DOL","Employment & Training Administration - Federal State Unemployment Insurance","The Integrity Center, in partnership with ETA, developed and publish a Top Integrity Practice and Solutions (TIPS) document to remind states of recommended operating procedures and best practices for National Directory of New Hires.","Dec  1 2020 12:00AM","Q2 2021"
"","","DOL","Employment & Training Administration - Federal State Unemployment Insurance","The Integrity Center published four new “blueprints” providing best practices for 1) Wage record cross-matches; 2) State and National Directory of New Hires cross-matches; 3) Prevention/detection of identity theft; 4) Identity verification overview","Dec  1 2020 12:00AM","Q2 2021"
"Aug 17 2021  3:04PM","Aug 17 2021  3:05PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Preparer Due Diligence Webinar â€“ The IRS delivered its â€œKeys to Mastering Due Diligence Requirements and Auditsâ€ webinar, which included guidance to help understand eligibility rules for the refundable credits, including the AOTC.","Feb  1 2021 12:00AM","Q3 2021"
